,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
3879,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3880,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
3881,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3882,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3883,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3884,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3885,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3886,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3887,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3888,0.02691,0.010251,0.002563,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3889,0.023065,0.00897,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3890,0.024347,0.010251,0.002563,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
3891,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3892,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3893,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3894,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
3895,0.02691,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3896,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3897,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
3898,0.025628,0.011533,0.001282,0.0,0.0,0.0,0.0,0.003845,0.014096,0.020501
3899,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
3900,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3901,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3902,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.020501
3903,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3904,0.021784,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3905,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3906,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.020501
3907,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3908,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3909,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.021783
3910,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3911,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3912,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
3913,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
3914,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3915,0.023065,0.00897,0.0,0.0,0.0,0.0,0.0,0.0,0.01794,0.017939
3916,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3917,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3918,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3919,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3920,0.024347,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3921,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3922,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3923,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3924,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3925,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3926,0.021784,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3927,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3928,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
3929,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3930,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3931,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
3932,0.025628,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
3933,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
3934,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3935,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3936,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3937,0.021784,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3938,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3939,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3940,0.021784,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
3941,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3942,0.028191,0.012814,0.002563,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
3943,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
3944,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3945,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.020501
3946,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
3947,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.020501
3948,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3949,0.02691,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
3950,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3951,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3952,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
3953,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.002563,0.015377,0.017939
3954,0.021784,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.016658,0.017939
3955,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3956,0.024347,0.011533,0.002563,0.0,0.0,0.0,0.0,0.001282,0.015377,0.020501
3957,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3958,0.023065,0.014096,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3959,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3960,0.02691,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3961,0.024347,0.012814,0.002563,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3962,0.025628,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3963,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3964,0.025628,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3965,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3966,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
3967,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3968,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3969,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3970,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3971,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
3972,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3973,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3974,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3975,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3976,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3977,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3978,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3979,0.021784,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3980,0.025628,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.021783
3981,0.024347,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3982,0.021784,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
3983,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3984,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
3985,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3986,0.02691,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3987,0.021784,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3988,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
3989,0.025628,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
3990,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3991,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
3992,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3993,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.003845,0.015377,0.01922
3994,0.025628,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.016657
3995,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
3996,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
3997,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
3998,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
3999,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4000,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
4001,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4002,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4003,0.021784,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
4004,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
4005,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.01794,0.017939
4006,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
4007,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
4008,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
4009,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4010,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.002563,0.015377,0.017939
4011,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4012,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
4013,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
4014,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4015,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4016,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4017,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
4018,0.021784,0.012814,0.0,0.0,0.0,0.0,0.0,0.003845,0.012814,0.017939
4019,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4020,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4021,0.021784,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4022,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
4023,0.025628,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4024,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4025,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4026,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4027,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4028,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4029,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.020501
4030,0.024347,0.012814,0.001282,0.0,0.0,0.0,0.0,0.003845,0.014096,0.017939
4031,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4032,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
4033,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
4034,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4035,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.021783
4036,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4037,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4038,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4039,0.021784,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4040,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4041,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.002563,0.015377,0.020501
4042,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
4043,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.003845,0.014096,0.017939
4044,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4045,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4046,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4047,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4048,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.003845,0.014096,0.01922
4049,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4050,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4051,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4052,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4053,0.02691,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4054,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.016657
4055,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.020501
4056,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.021783
4057,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4058,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4059,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4060,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.002563,0.012814,0.01922
4061,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4062,0.021784,0.011533,0.002563,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4063,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4064,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4065,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4066,0.023065,0.014096,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4067,0.025628,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.016658,0.01922
4068,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4069,0.021784,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4070,0.025628,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.020501
4071,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4072,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.017939
4073,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4074,0.024347,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4075,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4076,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4077,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4078,0.02691,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.016658,0.020501
4079,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4080,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4081,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4082,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4083,0.021784,0.00897,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4084,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4085,0.024347,0.014096,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4086,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4087,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4088,0.024347,0.012814,0.002563,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4089,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4090,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4091,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.020501
4092,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.020501
4093,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4094,0.025628,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4095,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4096,0.025628,0.010251,0.001282,0.0,0.0,0.0,0.0,0.002563,0.014096,0.01922
4097,0.02691,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4098,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.020501
4099,0.023065,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4100,0.021784,0.010251,0.002563,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4101,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.002563,0.012814,0.01922
4102,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4103,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.015377,0.020501
4104,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4105,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.002563,0.014096,0.01922
4106,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.003845,0.012814,0.017939
4107,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4108,0.024347,0.00897,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4109,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.021783
4110,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4111,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4112,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4113,0.021784,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.020501
4114,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4115,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4116,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4117,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4118,0.024347,0.014096,0.002563,0.0,0.0,0.0,0.0,0.002563,0.014096,0.01922
4119,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4120,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4121,0.024347,0.012814,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4122,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4123,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4124,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.01922
4125,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4126,0.023065,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4127,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4128,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
4129,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4130,0.025628,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4131,0.023065,0.00897,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4132,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4133,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
4134,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4135,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.012814,0.017939
4136,0.024347,0.012814,0.0,0.0,0.0,0.0,0.0,0.001282,0.012814,0.01922
4137,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.002563,0.012814,0.020501
4138,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.002563,0.014096,0.017939
4139,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4140,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.020501
4141,0.021784,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4142,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4143,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4144,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
4145,0.02691,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4146,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4147,0.023065,0.011533,0.002563,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4148,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
4149,0.024347,0.010251,0.001282,0.0,0.0,0.0,0.0,0.0,0.012814,0.017939
4150,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4151,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4152,0.023065,0.010251,0.001282,0.0,0.0,0.0,0.0,0.003845,0.014096,0.01922
4153,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.016657
4154,0.024347,0.010251,0.002563,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
4155,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4156,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
4157,0.024347,0.010251,0.0,0.0,0.0,0.0,0.0,0.001282,0.014096,0.017939
4158,0.025628,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
4159,0.025628,0.012814,0.0,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4160,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.001282,0.015377,0.01922
4161,0.023065,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.01922
4162,0.024347,0.011533,0.002563,0.0,0.0,0.0,0.0,0.0,0.014096,0.020501
4163,0.019221,0.007688,0.0,0.0,0.0,0.0,0.0,0.0,0.011533,0.020501
4164,0.024347,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.017939
4165,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
4166,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.015377,0.017939
4167,0.023065,0.011533,0.001282,0.0,0.0,0.0,0.0,0.0,0.014096,0.01922
4168,0.023065,0.010251,0.0,0.0,0.0,0.0,0.0,0.0,0.012814,0.01922
4169,0.024347,0.011533,0.0,0.0,0.0,0.0,0.0,0.0,0.016658,0.01922
